fs_method	integration_method	MethodGroup	MeanIntegrationScore	SDIntegrationScore	MeanIntegrationRank	SDIntegrationRank	NIntegrationDatasets	MeanClusteringScore	SDClusteringScore	MeanClusteringRank	SDClusteringRank	NClusteringDatasets	MeanAlignmentScore	SDAlignmentScore	MeanAlignmentRank	SDAlignmentRank	NAlignmentDatasets	MeanCoreOverallScore	SDCoreOverallScore	MeanCoreOverallRank	SDCoreOverallRank	NCoreOverallDatasets	MeanAlignmentEligibleOverallScore	SDAlignmentEligibleOverallScore	MeanAlignmentEligibleOverallRank	SDAlignmentEligibleOverallRank	NAlignmentEligibleOverallDatasets	GlobalCoreOverallRank
seurat_sct	scvi	expression_driven	0.6872474701861371	0.10231243832739685	10.857142857142858	5.520524474738833	7	0.5021978940324213	0.27161575523734677	14.142857142857142	10.93051647801651	7	0.8003396468637785	0.022993370346119084	13.0	0.0	2	0.5947226821092793	0.12023008939599644	13.142857142857142	11.553189623484524	7	0.7042164084908907	0.028067809769209032	10.5	0.7071067811865476	2	12.0
singleCellHaystack	scvi	expression_driven	0.6249301059793012	0.17993617669652953	15.571428571428571	8.162049229148744	7	0.5730790293929845	0.16644686422150504	11.714285714285714	7.952238379104039	7	0.8275768521832136	0.0021448240742251135	6.0	7.0710678118654755	2	0.5990045676861427	0.11410461496217217	13.428571428571429	10.113640011673063	7	0.7306534129830884	0.02022678549872398	6.0	5.656854249492381	2	13.0
anticor	scvi	expression_driven	0.6459936608327873	0.11452032143321274	19.857142857142858	2.794552524023088	7	0.5560951969617465	0.13335342214929274	10.428571428571429	7.656307701434656	7	0.7022408151471518	0.1367012194052575	16.5	9.192388155425117	2	0.601044428897267	0.08803414083892701	14.0	8.640987597877148	7	0.6224015257435584	0.12095829908621539	17.5	6.363961030678928	2	14.5
scanpy_seurat_v3_batch	scvi	expression_driven	0.6736672033307209	0.1075551568653265	13.714285714285714	6.799859942535232	7	0.5532328711202766	0.14642280318183723	14.142857142857142	7.559289460184544	7	0.7971979811495753	0.031197757471072896	13.0	1.4142135623730951	2	0.6134500372254987	0.07573657769484408	14.0	6.4031242374328485	7	0.7010766714354848	0.025997719282238044	11.5	0.7071067811865476	2	14.5
hotspot	scvi	expression_driven	0.6431911556393624	0.13669053618385038	19.285714285714285	7.476948702830715	7	0.55558157448001	0.1362722755604561	10.285714285714286	9.51690225711227	7	0.7468988685422481	0.09730856759644858	14.0	8.48528137423857	2	0.5993863650596861	0.1073070327975296	14.285714285714286	10.76590738882524	7	0.623292812656497	0.1619410450236215	15.0	15.556349186104045	2	16.0
morans_i	scvi	spatially_informed	0.6386380662604173	0.11517558002134556	18.714285714285715	7.8041502999853805	7	0.5522948641252857	0.12481942419320827	12.857142857142858	8.989411761039975	7	0.6460457401332611	0.1578446799981771	23.5	6.363961030678928	2	0.5954664651928515	0.08096423370779982	14.571428571428571	8.753230696094306	7	0.587559743139881	0.11070034669640984	23.5	2.1213203435596424	2	17.5
scanpy_cell_ranger	scvi	expression_driven	0.7263874784644513	0.08753311420335845	6.714285714285714	5.529143565818179	7	0.5042459774079535	0.20610519946279748	18.714285714285715	9.995236960911027	7	0.8495027650188252	0.16141285112063436	14.0	16.97056274847714	2	0.6153167279362025	0.10766852588229886	14.571428571428571	10.690449676496975	7	0.7388322079103031	0.16133139563966722	14.5	19.091883092036785	2	17.5
scanpy_pearson_batch	scvi	expression_driven	0.6559474376210348	0.14819272439230405	14.0	4.898979485566356	7	0.5154818116821336	0.15314968783267874	18.285714285714285	6.651172470932869	7	0.7317981086997043	0.04435188131911924	18.5	0.7071067811865476	2	0.5857146246515842	0.0946380357870439	17.0	7.916228058025279	7	0.6211062722984271	0.10908518272877014	18.0	4.242640687119285	2	19.0
scanpy_seurat_batch	scvi	expression_driven	0.7100665740693112	0.10324963347147051	6.285714285714286	2.5634797778466227	7	0.5111077872095892	0.1947284247988172	20.857142857142858	7.151423434733616	7	0.8164138327721424	0.08624887145718582	15.0	7.0710678118654755	2	0.6105871806394501	0.07651288761340669	17.285714285714285	7.867957924694431	7	0.7073955900120081	0.03938849517850663	14.0	7.0710678118654755	2	20.0
scPNMF	scvi	expression_driven	0.6501752730874751	0.14426910612378194	16.285714285714285	6.77530529974568	7	0.5388506058331675	0.1443874976693854	17.714285714285715	4.1518785191880605	7	0.6455586889625424	0.15252821102195896	24.0	4.242640687119285	2	0.5945129394603212	0.07644310743062543	17.428571428571427	5.711308748355986	7	0.5932979327229511	0.10625782724589454	22.5	2.1213203435596424	2	21.0
seurat_disp	scvi	expression_driven	0.6740283683298808	0.14329556319804507	13.142857142857142	8.13282590142302	7	0.5175458241436289	0.17849079485613825	18.571428571428573	5.380741673076395	7	0.7586253357653971	0.00849725135968223	19.5	3.5355339059327378	2	0.5957870962367549	0.0854085399952388	17.571428571428573	7.828519290754434	7	0.6468576450002417	0.05435948723347652	16.0	1.4142135623730951	2	22.0
seurat_mvp	scvi	expression_driven	0.7272029889395647	0.111934871803902	8.285714285714286	8.400680244565232	7	0.5064910745493995	0.20328377874172027	22.428571428571427	7.913219801006895	7	0.8434943045346959	0.14975441807097203	13.5	13.435028842544403	2	0.616847031744482	0.0967095389669548	19.0	7.234178138070236	7	0.7373776696897825	0.1241160532917449	14.5	13.435028842544403	2	23.0
scanpy_seurat	scvi	expression_driven	0.7303251609951864	0.1210180377618607	8.285714285714286	10.193368525897704	7	0.5030548991219328	0.2171461434721935	22.857142857142858	8.532849688675162	7	0.8374005769994416	0.15834883830948365	16.0	15.556349186104045	2	0.6166900300585596	0.10188632204531928	19.714285714285715	8.400680244565233	7	0.7384280689488825	0.1335330477345898	14.5	14.849242404917497	2	24.0
sparkx	scvi	spatially_informed	0.6060460983252101	0.13513084441112852	24.857142857142858	4.450789122113495	7	0.5525046392871884	0.12210053119529042	15.571428571428571	9.0527554342521	7	0.7207131086017353	0.06060148548060133	19.0	2.8284271247461903	2	0.5792753688061992	0.0713081352695815	20.142857142857142	8.687703406320365	7	0.6233928960070391	0.06522425124122794	20.0	0.0	2	25.0
scry	scvi	expression_driven	0.628785228940134	0.14065427113838336	18.857142857142858	9.73701821963602	7	0.518266355804273	0.15158226655871204	18.285714285714285	7.4097747539828696	7	0.6517733510319277	0.11877245994082256	25.5	0.7071067811865476	2	0.5735257923722036	0.08938675856370977	20.428571428571427	6.7788185513687385	7	0.5654409901617962	0.11976246888316308	25.0	2.8284271247461903	2	26.5
statistic_variance	scvi	expression_driven	0.6320229291222974	0.17438250394135346	18.142857142857142	8.029706749078105	7	0.5343701832494256	0.16506451825549848	18.142857142857142	6.362090102803518	7	0.5874379358023119	0.28110747490443505	20.5	12.020815280171307	2	0.5831965561858616	0.08702765430157507	20.428571428571427	5.968169536721256	7	0.5823895780974664	0.1723788589486022	21.5	10.606601717798213	2	26.5
Brennecke	scvi	expression_driven	0.7032285605051231	0.14099347265828865	10.714285714285714	7.846746368491119	7	0.46699531115760146	0.19485479296008684	24.571428571428573	3.735288603626359	7	0.8028980916079245	0.11001621694695736	19.0	14.142135623730951	2	0.5851119358313622	0.07547322776585048	22.0	6.8068592855540455	7	0.6480522047465644	0.016883631555569486	20.0	9.899494936611665	2	28.0
statistic_mean	scvi	expression_driven	0.6294648501312105	0.1510813679944314	17.428571428571427	10.70602856427385	7	0.49588228658713407	0.1554099659486759	22.285714285714285	5.056820005836531	7	0.6671170976574092	0.09847781146477926	24.0	0.0	2	0.5626735683591723	0.09418265105070325	24.428571428571427	3.9096949095440023	7	0.5585662901873224	0.11103028604345945	27.0	1.4142135623730951	2	29.0
