dataset	fs_method	n_features	MethodGroup	integration_method	BatchMixingMean	BatchMixingSD	BatchMixingNSeeds	BiologicalConservationMean	BiologicalConservationSD	BiologicalConservationNSeeds	IntegrationMean	IntegrationSD	IntegrationNSeeds	LabelIndependentClusteringMean	LabelIndependentClusteringSD	LabelIndependentClusteringNSeeds	LabelAgreementMean	LabelAgreementSD	LabelAgreementNSeeds	ClusteringMean	ClusteringSD	ClusteringNSeeds	AlignmentMean	AlignmentSD	AlignmentNSeeds	CoreOverallMean	CoreOverallSD	CoreOverallNSeeds	AlignmentEligibleOverallMean	AlignmentEligibleOverallSD	AlignmentEligibleOverallNSeeds	IntegrationRank	ClusteringRank	AlignmentRank	CoreOverallRank	effective_n_features
STOmics0224	triku	2000	expression_driven	scvi	0.7862254154839144	0.0068439966318034	3	0.4884319399475584	0.0168605844335118	3	0.6373286777157364	0.0054937320717383	3	0.4790874883151476	0.0153782920372369	3	0.6885606556191192	0.0973539765208757	3	0.5838240719671334	0.0556446302641479	3			0	0.6105763748414349	0.0299694746399461	3			0	17.0	17.0		12.0	2000.0
DLPFC	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.612973440580307	0.0006453978218385779	3	0.9338291179288051	0.002329152634973068	3	0.773401279254556	0.0011049623896648485	3	0.6767155419220012	0.00045009622655741707	3	0.7886568051363394	0.09354652797705679	3	0.7326861735291703	0.04674369243106379	3	0.9378220854586431	0.007308320009363459	3	0.7530437263918631	0.022914678501802524	3	0.8146365127474565	0.013746616350959837	3	2.0	8.0	5.0	6.0	354.0
DLPFC	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.8719244742501209	0.006093726951856077	3	0.7184305114248883	0.00472302133242044	3	0.7951774928375047	0.00519864583836148	3	0.5026700688698438	0.010233088054425386	3	0.691681821967889	0.03133040476744066	3	0.5971759454188663	0.019343236572384133	3	0.8055990022137004	0.006466958212857916	3	0.6961767191281855	0.012077324287204733	3	0.7326508134900238	0.009981051061969346	3	3.0	11.0	10.0	5.0	354.0
DLPFC	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.5501402444129934	0.004490545749277198	3	0.9752979813978158	0.007883925229299543	3	0.7627191129054046	0.0026546711949955036	3	0.6972775374719057	0.005197813750663154	3	0.7510610962871697	0.08191200900399945	3	0.7241693168795376	0.04156616790111234	3	0.9303685182419098	0.009103026273942634	3	0.7434442148924711	0.02170197042351362	3	0.8057523160089507	0.011585309323966918	3	8.0	9.0	8.0	9.0	2000.0
DLPFC	hybrid_hvg_svg_union	2000	hybrid	scvi	0.7010286436477197	0.06086088455461252	3	0.7129147683336648	0.03149772581829068	3	0.7069717059906923	0.043869959519289285	3	0.46978625942896396	0.039894208510862374	3	0.7015402328778239	0.08087213083225431	3	0.5856632461533939	0.060335351869824964	3	0.776742454875456	0.02943903705726039	3	0.646317476072043	0.05095771297985926	3	0.6897924690065139	0.04369761024457614	3	26.0	16.0	15.0	19.0	2000.0
E8p5Embryo	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.47223653018703654	0.00410989200800016	3			0	0.47223653018703654	0.00410989200800016	3	0.7422338466925601	0.0040722134159189806	3			0	0.7422338466925601	0.0040722134159189806	3			0	0.6072351884397983	0.0036591115482191667	3			0	22.0	2.0		7.0	253.0
E8p5Embryo	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.7210760427448807	0.007357278408948401	3			0	0.7210760427448807	0.007357278408948401	3	0.413244281958272	0.012331131158234657	3			0	0.413244281958272	0.012331131158234657	3			0	0.5671601623515764	0.0098366320416479	3			0	29.0	3.0		9.0	253.0
E8p5Embryo	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.48088670417649587	0.002891322633649946	3			0	0.48088670417649587	0.002891322633649946	3	0.6584522997861461	0.010158092198710321	3			0	0.6584522997861461	0.010158092198710321	3			0	0.569669501981321	0.003684350335512635	3			0	20.0	14.0		19.0	2000.0
E8p5Embryo	hybrid_hvg_svg_union	2000	hybrid	scvi	0.7340146002747998	0.003993199532978924	3			0	0.7340146002747998	0.003993199532978924	3	0.3783057698399454	0.019342325164815325	3			0	0.3783057698399454	0.019342325164815325	3			0	0.5561601850573726	0.008169858559914181	3			0	23.0	13.0		19.0	2000.0
E9p5Embryo	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.5349721747834121	0.0018351134923122808	3			0	0.5349721747834121	0.0018351134923122808	3	0.712277920757236	0.012703059587779201	3			0	0.712277920757236	0.012703059587779201	3			0	0.6236250477703239	0.005435805315409205	3			0	11.0	5.0		1.0	290.0
E9p5Embryo	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.7327088792574584	0.004945910346611496	3			0	0.7327088792574584	0.004945910346611496	3	0.33981868485240363	0.011909228926564163	3			0	0.33981868485240363	0.011909228926564163	3			0	0.5362637820549311	0.005535410178727265	3			0	11.0	22.0		21.0	290.0
E9p5Embryo	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.49879167490689563	0.01165452796885814	3			0	0.49879167490689563	0.01165452796885814	3	0.6728854758687213	0.02975759488936884	3			0	0.6728854758687213	0.02975759488936884	3			0	0.5858385753878084	0.02061423840917823	3			0	29.0	10.0		15.0	2000.0
E9p5Embryo	hybrid_hvg_svg_union	2000	hybrid	scvi	0.6884448614539261	0.0008794976770759838	3			0	0.6884448614539261	0.0008794976770759838	3	0.39679552294156345	0.0029897206384397247	3			0	0.39679552294156345	0.0029897206384397247	3			0	0.5426201921977448	0.001860566014978632	3			0	24.0	8.0		14.0	2000.0
MouseBrainSerialSections	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.6275848954031317	0.002905250358309829	3	0.8144630682663857	0.006948849644386375	3	0.7210239818347587	0.0020678862611250392	3	0.7903127354832656	0.0017345642986804132	3	0.8051460381148065	0.0035770938234000274	3	0.7977293867990362	0.0015835359055364011	3	0.9565938680291776	0.0069628204411465765	3	0.7593766843168974	0.001313609242833644	3	0.8251157455543242	0.0031371647193267045	3	14.0	13.0	28.0	13.0	1157.0
MouseBrainSerialSections	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.5878025278841718	0.07303228394274085	3	0.7597921845857214	0.011265327505977559	3	0.6737973562349465	0.03964611234051917	3	0.7459542768476052	0.020401661651648462	3	0.8146342161014402	0.06186964849951939	3	0.7802942464745226	0.04058606051382333	3	0.8950491148582621	0.03562413766271132	3	0.7270458013547346	0.010218443028446347	3	0.7830469058559104	0.014503203038969625	3	8.0	6.0	8.0	6.0	1157.0
MouseBrainSerialSections	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.56790359590459	0.019490565957609455	3	0.8560602730017997	0.018960618921554727	3	0.7119819344531949	0.0063974517630592245	3	0.7908630896633214	0.0053079284684004364	3	0.8083163184531384	0.026430323437409912	3	0.7995897040582299	0.012217608553086356	3	0.9640239385081858	0.007079005993022462	3	0.7557858192557124	0.008508228533132142	3	0.8251985256732035	0.00337653320064695	3	26.0	8.0	12.0	24.0	2000.0
MouseBrainSerialSections	hybrid_hvg_svg_union	2000	hybrid	scvi	0.31077922431896937	0.03961973662052724	3	0.5367195207562344	0.03883383784255202	3	0.42374937253760186	0.03323472390563218	3	0.5562769847174515	0.011405148518424597	3	0.4368200688238481	0.04377158204153151	3	0.49654852677064976	0.018014774342639275	3	0.7147193884562407	0.039721507315751185	3	0.46014894965412584	0.02536683094968864	3	0.5450057625881642	0.019719182043126744	3	24.0	28.0	20.0	28.0	2000.0
STOmics0212	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.08619465303018303	0.018353182820744284	3	0.7421615053533314	0.013174169677585912	3	0.41417807919175714	0.012183312571636098	3	0.730815545041136	0.009455407680280699	3	0.8595875922841477	0.0597850092835464	3	0.7952015686626419	0.03442100275845361	3			0	0.6046898239271995	0.011232437648368307	3			0	26.0	3.0		6.0	488.0
STOmics0212	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.37247877727605977	0.006016368203698206	3	0.7135925961635768	0.014468344164567035	3	0.5430356867198183	0.006262447593836504	3	0.6100084568922287	0.01916765449952003	3	0.6430204881540451	0.05425988533687862	3	0.626514472523137	0.035219038067689265	3			0	0.5847750796214776	0.02008516185901604	3			0	6.0	7.0		4.0	488.0
STOmics0212	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.1640270771022248	0.02081421831041659	3	0.8028375277119949	0.01646139322184788	3	0.4834323024071099	0.01818692219142676	3	0.695459934350055	0.002840598128714289	3	0.6702320123862521	0.030786883374516245	3	0.6828459733681536	0.014226582677058038	3			0	0.5831391378876317	0.0036987774531733243	3			0	11.0	23.0		21.0	2000.0
STOmics0212	hybrid_hvg_svg_union	2000	hybrid	scvi	0.39541561108457524	0.0308180043086122	3	0.6471448877914444	0.028848051360958006	3	0.5212802494380099	0.02824027245751426	3	0.6101273396084574	0.03143039727636732	3	0.5764805743414368	0.04900365724451612	3	0.5933039569749471	0.039893094488422126	3			0	0.5572921032064785	0.015078504690938894	3			0	19.0	14.0		18.0	2000.0
STOmics0218	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.6738186786868184	0.01428695427517721	3	0.8522515020571649	0.009448466293882712	3	0.7630350903719917	0.009914666837128494	3	0.7365986892240715	0.003058093617015805	3	0.7307432795931725	0.021592973346447112	3	0.7336709844086219	0.011872832751840834	3			0	0.7483530373903068	0.007683961482552294	3			0	2.0	30.0		17.0	889.0
STOmics0218	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.8292975738874651	0.007229884354025669	3	0.696793698082875	0.006909133155127076	3	0.76304563598517	0.006953827664697596	3	0.69350700847422	0.004200353364136785	3	0.7662536585734513	0.030461665743677636	3	0.7298803335238357	0.017152254333625033	3			0	0.7464629847545029	0.007833186699468739	3			0	10.0	13.0		8.0	889.0
STOmics0218	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.6338710558384714	0.024973374302733237	3	0.8670765238586048	0.011930761244958593	3	0.7504737898485381	0.0076236878336912875	3	0.7411188515099152	0.003637464118940659	3	0.7661286704273674	0.035391889718229215	3	0.7536237609686413	0.01905763490673379	3			0	0.7520487754085897	0.005916551974294993	3			0	15.0	10.0		12.0	2000.0
STOmics0218	hybrid_hvg_svg_union	2000	hybrid	scvi	0.8097899928061717	0.007458475692051242	3	0.7028309125365446	0.010522126005591563	3	0.7563104526713581	0.008953779069768056	3	0.6734783973924361	0.0013889511674634958	3	0.7640070236485524	0.0397360909746449	3	0.7187427105204942	0.019460514278740196	3			0	0.7375265815959261	0.007481884689448341	3			0	18.0	23.0		25.0	2000.0
STOmics0224	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.48482791498233996	0.0211857899549508	3	0.7213863514326766	0.076680479844918	3	0.6031071332075082	0.028725683471999795	3	0.6711458572848322	0.01089947955860816	3	0.7344816870739294	0.040770429997703604	3	0.7028137721793808	0.01600066368240029	3			0	0.6529604526934446	0.02223133585630857	3			0	5.0	19.0		7.0	134.0
STOmics0224	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.8731028011089506	0.008199767547842107	3	0.5259493843723936	0.02483853038776135	3	0.699526092740672	0.016507946307528682	3	0.3031155861723849	0.01562673850759606	3	0.5357352362542463	0.09733120911356684	3	0.4194254112133156	0.04784479812868555	3			0	0.5594757519769938	0.029142706690525096	3			0	4.0	29.0		28.0	134.0
STOmics0224	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.3425955527714188	0.02185346742362864	3	0.751953060095937	0.03587136366179785	3	0.5472743064336779	0.014885052646784669	3	0.7110491306327517	0.010748129179951422	3	0.6661836553823276	0.020706065973053633	3	0.6886163930075396	0.015716182962102913	3			0	0.6179453497206087	0.012380176625493521	3			0	27.0	26.0		31.0	2000.0
STOmics0224	hybrid_hvg_svg_union	2000	hybrid	scvi	0.7334970562476073	0.03143668591387887	3	0.5282944256005772	0.04068329796147817	3	0.6308957409240922	0.035747333295309484	3	0.5063175421671492	0.02264968916440547	3	0.7857701509837219	0.06550030038277485	3	0.6460438465754356	0.04089297793370665	3			0	0.6384697937497639	0.02741862388909755	3			0	19.0	4.0		7.0	2000.0
